Cancer_type	Phenotype	Genotype	signature
PAAD	TMB	Mutation	(ABCG2 + CACNA2D3 + CCNA1 + CIZ1 + CSNK1D + DRG2 + EPB41L3 + GHR + HCFC1 + HERC2 + MAGI2 + MAPK12 + PCDH10 + POU3F2 + ROBO4 + SCARB1 + SMARCA1 + SMARCA2 + SPAG6 + SYT7 + TBXA2R + TXNRD2 + UBE2O + ZBTB4 + ZNF667)
PAAD	TMB	Mutation	(CERK + CNOT3 + DGKZ + DNAJC5 + DNASE1L3 + DNM1 + GHRHR + GIT1 + GLCCI1 + GPS1 + GRM3 + KCNMA1 + MAP3K12 + MICAL1 + MTHFR + NAIF1 + NISCH + NLK + NOTCH4 + PATZ1 + PHPT1 + PKD1 + SAFB + SEZ6L2 + TAOK2)
PAAD	TMB	Mutation	(ACVR1C + BIRC8 + CYP1A1 + DDX11 + FOXG1 + FZD3 + HRG + IL9 + KCTD8 + LHCGR + LHX3 + MAGEA11 + MORC1 + MTNR1A + `NKX2-1` + NPY + PRDM14 + SATB2 + SBK1 + SERPINC1 + SLC30A8 + SPZ1 + SST + TGM1 + YBX2)
PAAD	MSI	CNV	(AKAP8 + ARFGEF2 + BPI + C1QTNF7 + CPNE1 + DDX41 + EDNRB + ERAP1 + FABP2 + FST + LBP + MED4 + NPNT + NR2F1 + PCK1 + RELL1 + RTEL1 + SIRPG + SLC27A1 + SLC6A19 + SLC9A8 + STEAP4 + TMEM120A + TRPC4AP)
PAAD	MSI	mRNA	(ALPK2 + ANXA4 + BICC1 + CNN2 + COL11A1 + CTSE + CXCL6 + GJB2 + GPRC5A + ITGB6 + KLK10 + MSLN + P2RY2 + PDPN + POU2F3 + RASEF + RASSF3 + S100A14 + SERPINB5 + SLC34A2 + SLC7A7 + TACSTD2 + TP53I3 + TRIM29)
PAAD	Stemness	mRNA	(ARSB + CDC14A + GIMAP6 + GRP + HSPB6 + HSPB7 + HSPG2 + IL10RA + LEPR + MYH11 + NIN + `NKX2-3` + PDE10A + PI4K2A + PLA2G5 + PLCL1 + PSAP + RRAGD + RUSC2 + S1PR2 + SCARB2 + SNX10 + TRIM58 + ZYG11B)
PAAD	Stemness	mRNA	(ARID5A + BPI + C1QTNF2 + C1QTNF7 + CCL4 + CCR2 + CD33 + CEBPE + CLEC4A + EDNRB + FABP3 + FCGR1A + FCGR2C + LILRA2 + LY96 + MFRP + MMP17 + MRAS + NFATC4 + NR2F1 + RFTN1 + STEAP4 + SYNE3 + TYROBP)
PAAD	MSI	CNV	(AIMP2 + APBB2 + BASP1 + CD93 + CHD1 + COL4A2 + CRK + FAM32A + HOPX + IQGAP2 + MAML1 + NUDT15 + OSBPL8 + PDLIM7 + PRELID1 + RASL11B + RASSF6 + RFC3 + SKAP2 + SLC1A3 + UNC5C + YWHAB + ZIC5)
PAAD	MSI	CNV	(ADNP + AKAP11 + ANAPC10 + ARSB + ATG10 + CTSA + HERC3 + HM13 + KDELR2 + MYCBP2 + MYO10 + NPC1L1 + PAN3 + POFUT1 + RCHY1 + RGS19 + SCARB2 + SLC5A5 + SNX10 + SUB1 + UBE2V1 + VAPB)
PAAD	TMB	Mutation	(ACOT7 + ARHGAP6 + CP + DECR1 + FBLN1 + FH + GOT1 + HDLBP + HTR2B + MBTPS1 + ME1 + MITD1 + NSUN2 + PCDH20 + PCDHB14 + PLXNB2 + RBM15 + SEMA5A + SETDB1 + TRIM26 + YTHDC1)
PAAD	Stemness	mRNA	(ARMCX1 + CCNA1 + CPEB1 + DYNC1I1 + EPB41L3 + FHL1 + FYN + GHR + LINC00473 + MAGI2 + MAPK12 + RAI2 + ROBO4 + SMARCA1 + ST3GAL3 + STAT5B + TBXA2R + UAP1L1 + ZBTB4 + ZNF667 + `ZNF667-AS1`)
PAAD	MSI	CNV	(CDKN2AIP + CLPTM1L + COPS4 + DACH1 + DIDO1 + FLT4 + GC + GNAI1 + JMY + MATR3 + MPHOSPH8 + NAAA + NDRG3 + NR3C2 + PDRG1 + PDZD2 + PLAGL2 + SALL4 + TAF7 + TARBP2)
PAAD	TMB	Mutation	(BCLAF1 + DCN + FLII + FLT1 + GLI1 + HNRNPK + NACC1 + NF1 + OTUD7B + PIK3C2A + PRKDC + RB1CC1 + RMDN3 + RNASEL + SEC23A + SLIT2 + TP53BP2 + TRIM14 + TRIM17 + TRIM8)
PAAD	TMB	Mutation	(APBB1 + B3GAT1 + CCND2 + CDK5RAP1 + CUL9 + DROSHA + EGFL7 + F10 + HDAC5 + ITGA7 + JPH3 + NDUFS6 + PEG10 + PHF1 + RBM10 + RBM11 + REPIN1 + TACR1 + TPPP)
PAAD	TMB	Mutation	(ABCB10 + ADIPOR1 + AHCY + AIFM2 + AKR1C1 + CHPF + CPEB4 + DPP4 + GOLPH3 + HECTD3 + IDH2 + ITGB8 + MEN1 + QSOX1 + SLC39A7 + STC1 + TRIM36 + USP35 + USP7)
PAAD	Stemness	mRNA	(ARAP1 + CADM1 + CD99 + DLL4 + EID1 + FLT4 + JMY + LDOC1 + LMO2 + PBX3 + PDZD2 + PRKAR2B + PRMT2 + RUNX1T1 + SALL4 + TIAM1 + WNT2B + ZFP82 + ZNF382)
PAAD	TMB	Mutation	(ALDH3A1 + CD151 + CTSH + DGKA + DUSP10 + ESPL1 + GLRX3 + GRB7 + HTATIP2 + KLHDC7B + PTGIS + RAC2 + RHBDF1 + SHB + TYMS + UACA + UPK1A + UTP14A)
PAAD	Stemness	mRNA	(ANGPT1 + BTK + CAMK2A + CTSL + FBXL2 + HSPB2 + IL6ST + ILK + KIT + LILRB1 + NFATC1 + NOD1 + NR3C1 + PIK3R1 + RARA + TNFAIP8L2 + TNFSF12 + TUBA1A)
PAAD	Stemness	mRNA	(A2M + ASAH1 + C1QTNF3 + CD14 + EBF2 + IGFBP4 + LAPTM5 + LILRB4 + PTPRC + SAMHD1 + SDC2 + SPN + TNFAIP8L3 + TNFRSF19 + TNFRSF8 + TNFSF14 + TNFSF8 + VEGFC)
PAAD	TMB	Mutation	(AMBRA1 + DUOX1 + HIPK3 + HSPA8 + KDM1A + KDM4A + NOX1 + PCBP1 + PRKCB + PTBP1 + RUNX3 + SCD + SLC11A2 + SOX2 + TET2 + TRIB3 + YWHAE)
PAAD	TMB	Mutation	(ABI3BP + ATF7IP + CTNNAL1 + DIP2C + FBXO5 + GLB1 + GRSF1 + KAT6A + NFIX + OXTR + PRELP + PSMD9 + SLC30A10 + SUN1 + TCF7L1 + TINF2 + ZNF277)
PAAD	TMB	Mutation	(ACLY + ALK + ATP6V0A2 + CD38 + FOXA1 + GPI + HBP1 + MAPKAPK5 + NUAK1 + POT1 + POU2F1 + STAT6 + TIMELESS + TOP2B + TSC22D1 + ZMAT3)
PAAD	MSI	CNV	(AIMP1 + C1QTNF3 + CD14 + COMMD7 + GDNF + GLRX + GPR18 + IL2 + MSH3 + NFATC2 + PF4 + SAMHD1 + SLC9A3 + SOD3 + TNFRSF19 + VEGFC)
PAAD	TMB	Mutation	(CHD6 + CNOT4 + DMXL2 + EPG5 + FNDC3A + GOLGA2 + HSD17B4 + KAT6B + NHLRC1 + PEX5 + RRAGB + SIK2 + STK25 + USP13 + VPS13A + ZFYVE26)
PAAD	TMB	Mutation	(ARL4C + CAB39 + CCNB2 + CMTM7 + DEPDC1 + DNAJC13 + MFAP2 + PGK1 + PICALM + PMEPA1 + STK38L + STRN + TFAP2C + TFG + TICRR + UNC13D)
PAAD	TMB	Mutation	(AEBP1 + CCDC8 + COL4A1 + GALNT1 + GLIS3 + HIP1 + MCPH1 + MSH6 + NRIP1 + PDGFRA + PXDN + RASA1 + RTN4 + WDR26 + XPOT)
PAAD	TMB	Mutation	(AOC3 + ASAP1 + CAMSAP2 + CCNY + COL6A1 + DLG5 + EFEMP2 + KLHL20 + MACF1 + MBNL1 + MYO1C + PKD2 + SLC2A9 + TUBGCP4 + ZNF609)
PAAD	Stemness	mRNA	(CACNA1H + CERK + CISH + DNM1 + FGF14 + LINC00242 + MAGEH1 + MAP3K12 + NISCH + NOTCH4 + PKD1 + PSD + SV2A + `TRAF3IP2-AS1`)
PAAD	Stemness	mRNA	(ADCYAP1R1 + CAMK1D + CECR2 + CNKSR2 + FGF10 + FOXP2 + KSR1 + LINC01354 + LRIG1 + MEIS1 + PLAGL1 + PRDM5 + SORBS2 + THPO)
PAAD	MSI	CNV	(ADCYAP1R1 + ATP4B + BPIFA1 + DNMT3B + FGF10 + FZD9 + IL21 + LINC00355 + LINC00491 + PCA3 + PRDM5 + SEMA6A + SORBS2)
PAAD	Stemness	Methylation	(DLEU1 + DNM3OS + FZD8 + HOXA7 + HOXC13 + HOXD10 + MEOX2 + PAX9 + PDX1 + POLA2 + RSPO2 + TCF21 + `VIM-AS1`)
PAAD	TMB	Mutation	(BTRC + CLN3 + EPAS1 + FLCN + GPR137 + HDAC4 + ITPR1 + NIPBL + PABPN1 + PRKCE + RING1 + TMEM59 + TRIM68)
PAAD	TMB	Mutation	(CD58 + DIO2 + DSG2 + EXT1 + HMMR + IFIH1 + IL1R2 + LUM + MMP8 + MUC4 + SDC4 + SEMA3A + ZFP36L2)
PAAD	TMB	Mutation	(CUX1 + EWSR1 + HRAS + HSPA9 + IL7R + ING1 + KDM2B + KDM6B + MAPK9 + PRKAA2 + PRMT6 + TCF3)
PAAD	MSI	CNV	(CTSL + EIF5A + HDAC9 + HPSE + IL15 + IL6ST + IRS2 + KIT + MMP9 + NOD1 + PIK3R1 + TNFSF12)
PAAD	TMB	Mutation	(EIF2AK2 + EPHB2 + GSTP1 + MITF + MKI67 + MUC5AC + NOD2 + PPP1CA + STAT1 + TGM2 + TNFRSF10B + TNFRSF12A)
PAAD	Stemness	mRNA	(AOC3 + COL6A1 + EFEMP2 + ENTPD1 + FAM225B + FAT4 + GLI3 + MACF1 + MBNL1 + PKD2 + SLC2A9 + VASH2)
PAAD	MSI	CNV	(ABCE1 + BMPR1B + FLRT3 + GATAD2A + GPX8 + INHBA + PHLDA1 + PPP3CA + PTPN12 + TPX2 + UCA1)
PAAD	TMB	Mutation	(CD276 + CDK14 + EIF3H + ENO1 + HECW1 + HELLS + LTBP2 + NOTCH2 + RBMS1 + REST + STEAP3)
PAAD	Stemness	mRNA	(ADAM12 + BMPR1B + DACT1 + ELK3 + FAP + FSTL1 + GPX8 + INHBA + MMP14 + SULF1 + THBS2)
PAAD	TMB	Mutation	(BCAR1 + BRMS1 + CCR7 + CDH2 + CMA1 + PAK4 + SIK1 + SLCO1B3 + TLE1 + TSG101)
PAAD	MSI	CNV	(BZW2 + CDC25C + CLDN4 + PI3 + PPIA + PTGIS + PYGB + SLPI + STK17A + STYXL1)
PAAD	TMB	Mutation	(CPSF6 + ITCH + KDM5B + MAPK6 + PRMT3 + RAP1B + SH3RF1 + SOX11 + UNC5B + YES1)
PAAD	TMB	Mutation	(A1CF + DCAF8L1 + DMTF1 + FGF12 + GAS2 + HNRNPH1 + JADE1 + MLXIP + RAP1GAP + SRSF6)
PAAD	TMB	Mutation	(ATP8A1 + CERS4 + CGA + EPOR + GSTA4 + GSTM2 + ING5 + KCNK3 + MAPK8IP1 + TRO)
PAAD	TMB	Mutation	(ADAMTS7 + ARHGEF12 + FRMD8 + IFNGR1 + ITGA1 + NLRP12 + NSMAF + RAG1 + TMEM182 + ZBTB20)
PAAD	Stemness	mRNA	(AEBP1 + CCDC8 + COL4A1 + FKBP14 + GLIS3 + HIP1 + PALLD + PDGFRA + PMP22 + PXDN)
PAAD	MSI	CNV	(ABCG2 + CCNA1 + DDRGK1 + GHR + LANCL2 + MAGI2 + PCDH10 + URGCP + ZBTB4)
PAAD	MSI	CNV	(CDK5RAP1 + DROSHA + F10 + F7 + FKBP8 + LPCAT1 + NDUFS6 + PART1 + TPPP)
PAAD	TMB	Mutation	(ATG2B + ATXN7 + CYP17A1 + DSC1 + GNRHR + GPT2 + LPA + RHOBTB3 + TRIM50)
PAAD	TMB	Mutation	(CDH11 + CELSR1 + FDFT1 + KRT19 + LIPH + OAS3 + SNAP23 + SNX6 + TEC)
PAAD	MSI	mRNA	(CAPN6 + CCL22 + FOXD3 + `HAND2-AS1` + IL2RG + IL34 + TCF21 + TIGIT + WNT16)
PAAD	MSI	mRNA	(ALDH3A1 + BCL2L14 + CIDEC + CSF2 + DHCR24 + MEGF6 + PI3 + PLA2G10 + PTGIS)
PAAD	Stemness	Methylation	(CEACAM1 + ELL3 + GPX2 + ISG20 + MAPK13 + NOXA1 + SLC5A1 + TFF1 + USP5)
PAAD	Stemness	mRNA	(DCN + FERMT2 + FLT1 + GLI1 + RAB23 + SEC23A + SLIT2 + SOCS5 + TGFBR2)
PAAD	TMB	Mutation	(HOXA13 + ICAM3 + RPSA + SEMA4A + SERPINB9 + ST3GAL4 + TCF7 + TLR6)
PAAD	TMB	Mutation	(CABLES1 + CYP2J2 + EPHB3 + EPHB6 + ETV7 + HNF4G + IL7 + TMEM45A)
PAAD	TMB	Mutation	(BARD1 + GJB6 + OTX1 + REL + SPOCD1 + UGCG + XRCC5 + ZIC2)
PAAD	TMB	Mutation	(ADM + AK2 + COPB2 + DHFR + FUT4 + MBD2 + PSMA5 + RMND5A)
PAAD	MSI	CNV	(MIR302B + MIR423 + MIR4458 + MIR489 + MIR499A + MIR582 + MIR653 + MIR874)
PAAD	TMB	Mutation	(BCAS3 + GABARAPL2 + HERC1 + LLGL2 + LRRC4 + MAP1B + PRKCSH + THSD1)
PAAD	TMB	Mutation	(DEPDC5 + GAS8 + KLHL22 + NAGLU + SNPH + SUSD4 + TIMM44 + WDR24)
PAAD	MSI	CNV	(HMGCS1 + NSUN2 + PCDH20 + PCDHB14 + POR + SEMA5A + SNRPB + YTHDC1)
PAAD	Stemness	Methylation	(C19orf33 + F11R + FUT3 + OCIAD2 + PERP + SERPINB5 + ST6GALNAC1 + TM4SF1)
PAAD	MSI	CNV	(AEBP1 + COL4A1 + FKBP14 + HIP1 + PALLD + PDGFRA + RASA1)
PAAD	MSI	CNV	(DNAJC5 + FGF14 + GHRHR + GLCCI1 + GNAS + MAP3K12 + OVCA2)
PAAD	TMB	Mutation	(ANKDD1A + BACE1 + GJA8 + IAPP + INSR + LDHB + PFKFB4)
PAAD	MSI	CNV	(ELF1 + FAT4 + GLI3 + MYO1C + NUFIP1 + PKD2 + SLC2A9)
PAAD	TMB	Mutation	(CACNA1C + CACTIN + GPD1 + PTPRJ + SLC22A5 + TDP2 + ZNF675)
PAAD	MSI	mRNA	(ADAM28 + CCAT1 + FOXQ1 + KCNN4 + KLK6 + PDZK1IP1 + UCA1)
PAAD	Stemness	mRNA	(CCL11 + ELN + MAP3K3 + NUAK1 + PRKCH + SPRY1 + ZMAT3)
PAAD	Stemness	mRNA	(AKAP12 + CYP1B1 + F2R + SLC6A6 + TIMP2 + TNFSF4 + TRPC3)
PAAD	Stemness	mRNA	(ADAMTS12 + DIO2 + EDNRA + FCGR2B + LIMS1 + LUM + ZFP36L1)
PAAD	Stemness	mRNA	(ABI3BP + CYSLTR1 + DIP2C + NFIX + PRELP + TBX2 + TCF7L1)
PAAD	Stemness	mRNA	(`ADAMTS9-AS1` + ATL1 + COX7A1 + FADS2 + FBLN1 + MMD + SEMA5A)
PAAD	TMB	Mutation	(CEACAM6 + CENPF + GRHL2 + LAMA3 + LAMB3 + WNT2)
PAAD	MSI	CNV	(ADA + CRLS1 + FOXD1 + GJB6 + OLFM4 + ZIC2)
PAAD	TMB	Mutation	(COLEC12 + DNAJB1 + HUS1 + RGS1 + SOCS6 + STIP1)
PAAD	TMB	Mutation	(ATG4D + BAMBI + KCNB1 + KCNH2 + MAP1LC3A + NCAM1)
PAAD	TMB	Mutation	(DOT1L + GFAP + MAGEA6 + PER1 + UBE4B + WIF1)
PAAD	MSI	CNV	(FOXO1 + HSPA9 + IL7R + ING1 + KDM6B + MAPK9)
PAAD	TMB	Mutation	(CX3CL1 + CYLD + ESR1 + NR1H4 + PPARA + TBK1)
PAAD	TMB	Mutation	(ITPR2 + LEF1 + RARB + SMC5 + SOX6 + UBE3A)
PAAD	MSI	CNV	(AHCY + FXN + GOLPH3 + LUCAT1 + MEF2C + TRIM36)
PAAD	MSI	CNV	(ADAMTS12 + CXCL10 + EDNRA + PARP4 + SDC4 + SEMA3A)
PAAD	TMB	Mutation	(CIDEA + CYP1A2 + IFNA10 + IFNA16 + NFKBIZ + RORA)
PAAD	TMB	Mutation	(CASP5 + IKZF1 + INPP5D + NLRC4 + STAT5A + TRIM24)
PAAD	MSI	CNV	(CHD6 + FNDC3A + HSD17B4 + SUPT20H + TRIM23 + VPS13A)
PAAD	TMB	Mutation	(ARID3A + CDKL3 + HAP1 + QDPR + TSGA10 + USP20)
PAAD	TMB	Mutation	(BMPR1A + EIF3A + EML4 + RBL1 + TBX3 + UBTD1)
PAAD	TMB	Mutation	(AMIGO2 + ANLN + CTSV + GNA15 + KRT6A + SMC4)
PAAD	Stemness	mRNA	(AFAP1L1 + CDH2 + CRYAB + ITGA4 + NTF3 + RANBP9)
PAAD	Stemness	Methylation	(BCL2L14 + CLDN4 + CSF2 + HTATIP2 + PI3 + PLA2G10)
PAAD	Stemness	mRNA	(ADAMTS7 + C1QTNF5 + IFNGR1 + ITGA1 + NLRP12 + SPON2)
PAAD	TMB	Mutation	(HRC + ITGA8 + MGAT5 + TNC + VPS37A)
PAAD	MSI	CNV	(CPE + JUND + NME5 + PRUNE2 + SIL1)
PAAD	MSI	CNV	(CLDN3 + CXXC4 + LINC00261 + SNHG8 + TGM3)
PAAD	Stemness	Methylation	(ADAMTS5 + ADAMTS9 + L1TD1 + MAF + ZIC5)
PAAD	Stemness	Methylation	(FOXG1 + `MIR124-2` + MIR1271 + MIR663A + `NKX2-1`)
PAAD	TMB	Mutation	(CENPB + DNER + GALR2 + HSPBP1 + RNF123)
PAAD	TMB	Mutation	(APOH + CPEB3 + MAP2 + PDZK1 + SCGN)
PAAD	TMB	Mutation	(COBLL1 + GRB10 + PIWIL2 + PRSS1 + ZIC1)
PAAD	TMB	Mutation	(ANAPC2 + CLDN3 + CXXC4 + GDF9 + MZF1)
PAAD	MSI	CNV	(CANX + FLT1 + HNRNPK + SLIT2 + SMAD1)
PAAD	TMB	Mutation	(DVL2 + HSF2 + KDM4B + PIK3R2 + PLCG1)
PAAD	TMB	Mutation	(AQP5 + CSE1L + LRG1 + PKMYT1 + XDH)
PAAD	TMB	Mutation	(SSRP1 + STAU1 + TRPA1 + UBA6 + WWP1)
PAAD	MSI	CNV	(CD38 + CDC25B + ELN + SPRY1 + TSC22D1)
PAAD	TMB	Mutation	(CDC73 + E2F7 + STS + TOPBP1 + TRIB2)
PAAD	TMB	Mutation	(C1QL3 + HNRNPM + LTF + MYCN + YTHDC2)
PAAD	TMB	Mutation	(ACHE + C9 + CDC37 + SERTAD1 + TIMM50)
PAAD	TMB	Mutation	(CSDE1 + RAB8A + SPRED2 + TIPRL + WDR41)
PAAD	TMB	Mutation	(DDX53 + KIFC3 + LACRT + MAGEA3 + PDYN)
PAAD	MSI	CNV	(GPM6A + KDM3B + PAQR3 + TRIM7 + YTHDF1)
PAAD	TMB	Mutation	(ACSL3 + AMER1 + CRIM1 + IREB2 + ZC3H13)
PAAD	TMB	Mutation	(P4HA1 + POLQ + PROM2 + SQLE + TFCP2L1)
PAAD	MSI	CNV	(ALDOA + ITGAM + PPP4C + SLC5A2 + TRIM72)
PAAD	Stemness	mRNA	(EPAS1 + FLCN + ITPR1 + RELN + TP53INP2)
PAAD	Stemness	mRNA	(BMPR2 + CCDC88A + GPNMB + ITGB2 + PEA15)
PAAD	MSI	mRNA	(CAPG + HECW1 + NOTCH2 + REST + STEAP3)
PAAD	Stemness	mRNA	(CPEB4 + JAM3 + MEF2C + STC1 + USP35)
PAAD	MSI	mRNA	(F3 + FCGR2B + TNFRSF10A + ZFP36L1 + ZFP36L2)
PAAD	Stemness	mRNA	(ARL4C + MFAP2 + PICALM + PRRX1 + RRAGC)
PAAD	TMB	Mutation	(CDCP1 + IL1RAP + ITPRIP + SEMA7A)
PAAD	MSI	CNV	(GGCT + HOXA11 + HOXA13 + TLR6)
PAAD	TMB	Mutation	(CHST15 + MCM8 + SEMA3F + WNT11)
PAAD	TMB	Mutation	(JUND + NRN1 + PRUNE2 + SIL1)
PAAD	TMB	Mutation	(ERBB3 + LGALS4 + SLC39A4 + TMPRSS3)
PAAD	TMB	Mutation	(C3 + CYP19A1 + OSGIN1 + ROS1)
PAAD	TMB	Mutation	(GIGYF1 + MLXIPL + PSEN2 + TRPC5)
PAAD	TMB	Mutation	(BAG3 + IFI16 + PDIA6 + PPP2R2A)
PAAD	TMB	Mutation	(DICER1 + IRF3 + NOS2 + TERT)
PAAD	MSI	CNV	(PRNP + TET2 + TRIB3 + YWHAE)
PAAD	MSI	CNV	(AHR + SPP1 + TGM2 + TNFAIP8)
PAAD	MSI	CNV	(CTSZ + HNRNPD + LEF1 + SMC5)
PAAD	TMB	Mutation	(APOA4 + SYK + TRAIP + USP4)
PAAD	TMB	Mutation	(AKAP12 + CYP1B1 + PIAS3 + SLC6A6)
PAAD	MSI	CNV	(ANTXR2 + ERAP2 + PMEPA1 + TFAP2C)
PAAD	MSI	CNV	(GNRHR + PSAT1 + RHOBTB3 + TRIM50)
PAAD	TMB	Mutation	(EIF4G1 + PARD3 + RAB11A + SRMS)
PAAD	TMB	Mutation	(ADH5 + MAGT1 + RAB7A + RAB9A)
PAAD	TMB	Mutation	(GPM6A + MAP1LC3C + SLC27A4 + SPC25)
PAAD	MSI	CNV	(FBXO4 + GRSF1 + LARP7 + RNF114)
PAAD	MSI	CNV	(PLVAP + SPATA2 + TSPAN12 + ZNF675)
PAAD	Stemness	mRNA	(HRC + INHBB + ITGA8 + TNC)
PAAD	Stemness	mRNA	(ITGBL1 + ITPRIP + MMP11 + TMEM43)
PAAD	MSI	mRNA	(GRHL2 + LAMB3 + SFN + WNT2)
PAAD	MSI	Methylation	(ALPP + ARHGAP26 + BCL2L12 + BLM)
PAAD	MSI	mRNA	(CECR2 + DKKL1 + FGF10 + THPO)
PAAD	Stemness	mRNA	(LAMC1 + LDLRAD3 + MRC2 + RPLP0P2)
PAAD	Stemness	mRNA	(`ADAMTS9-AS2` + DPT + KCNIP3 + TRIM63)
PAAD	Stemness	mRNA	(CERS4 + GSTM2 + MAPK8IP1 + TRO)
PAAD	MSI	Methylation	(ACE2 + AEN + ATG4B + BIRC6)
PAAD	MSI	mRNA	(AQP5 + BLACAT1 + PROM1 + XDH)
PAAD	Stemness	Methylation	(ALDH2 + CRBN + ITLN1 + TPD52)
PAAD	Stemness	Methylation	(CCAT1 + CKS2 + KLF5 + MACC1)
PAAD	Stemness	mRNA	(ABL2 + LATS2 + LOXL3 + NOTCH3)
PAAD	Stemness	mRNA	(ANKDD1A + BACE1 + DIRAS3 + GPSM1)
PAAD	Stemness	mRNA	(AKT3 + FOXO1 + IL7R + TFE3)
PAAD	MSI	mRNA	(IL1RN + LITAF + TNFAIP8 + TNFRSF12A)
PAAD	Stemness	mRNA	(COL1A1 + LTBP1 + MITF + OLR1)
PAAD	Stemness	mRNA	(CDK14 + LTBP2 + NOTCH2 + RBMS1)
PAAD	MSI	mRNA	(CCL19 + LTB + PTAFR + TNFSF14)
PAAD	Stemness	mRNA	(ARID5B + NLRC4 + P2RX7 + VSIG4)
PAAD	Stemness	mRNA	(RRAGB + SIK2 + TRIM23 + ULK2)
PAAD	Stemness	mRNA	(HERC1 + MAP1B + PIP4K2B + THSD1)
PAAD	MSI	CNV	(ITGA2 + PLK4 + UBE2C)
PAAD	TMB	Mutation	(CCAR2 + PTK2 + SCRIB)
PAAD	TMB	Mutation	(CTNNB1 + MMP2 + SP1)
PAAD	MSI	CNV	(HGF + SIRPA + TRAF2)
PAAD	MSI	CNV	(DNAJB1 + HUS1 + POLR3G)
PAAD	MSI	CNV	(CXCL3 + FER1L4 + HOXA1)
PAAD	MSI	CNV	(ATF7 + DHFR + HMGB2)
PAAD	MSI	CNV	(ITCH + NAA15 + SH3RF1)
PAAD	Stemness	Methylation	(AMH + HORMAD2 + `MIR124-2HG`)
PAAD	TMB	Mutation	(MRC2 + NOC3L + RALBP1)
PAAD	TMB	Mutation	(KANK1 + MSTN + TUBB1)
PAAD	MSI	CNV	(DVL2 + PIK3R2 + PLCG1)
PAAD	MSI	CNV	(CSE1L + PROM1 + TRIP13)
PAAD	MSI	CNV	(ATG12 + STAU1 + UBA6)
PAAD	TMB	Mutation	(DAB2 + UBE3C + ZBTB38)
PAAD	TMB	Mutation	(ABL2 + LATS2 + NOTCH3)
PAAD	TMB	Mutation	(CERS5 + HDAC6 + MAGED2)
PAAD	TMB	Mutation	(CUL4B + KAT5 + SMARCB1)
PAAD	TMB	Mutation	(ALDH1A3 + ATG7 + FOSL2)
PAAD	TMB	Mutation	(EGR1 + IKBKB + NGFR)
PAAD	MSI	CNV	(MIR103A2 + MIR196A2 + MIR204)
PAAD	TMB	Mutation	(APP + BMPR2 + XPO1)
PAAD	TMB	Mutation	(POSTN + TAB2 + TRIM32)
PAAD	TMB	Mutation	(BAK1 + FOXP1 + ZC3H12A)
PAAD	TMB	Mutation	(CYP2E1 + HTT + UMOD)
PAAD	TMB	Mutation	(CAPN1 + FAT1 + IFI27)
PAAD	TMB	Mutation	(ING2 + MAP2K4 + SOX5)
PAAD	TMB	Mutation	(FBXO31 + NDFIP1 + PCBP2)
PAAD	TMB	Mutation	(PDIA4 + POLE2 + SPTBN2)
PAAD	TMB	Mutation	(AGFG1 + FERMT1 + ZFP91)
PAAD	MSI	CNV	(MIR196B + MIR574 + MIR95)
PAAD	TMB	Mutation	(RLN2 + SP4 + TRIM37)
PAAD	TMB	Mutation	(CARD11 + EDAR + EDN1)
PAAD	TMB	Mutation	(COL1A2 + KIF23 + NEK7)
PAAD	TMB	Mutation	(ACACB + CDK5RAP3 + TPCN1)
PAAD	TMB	Mutation	(C1QTNF1 + LETM1 + MCAM)
PAAD	TMB	Mutation	(ABCC5 + HACE1 + KDM5C)
PAAD	TMB	Mutation	(FCGBP + FLOT2 + NAT2)
PAAD	TMB	Mutation	(AMACR + F5 + PELI3)
PAAD	TMB	Mutation	(ABHD16A + C1QTNF4 + RGS7)
PAAD	TMB	Mutation	(ADAM8 + MAFF + SLCO3A1)
PAAD	TMB	Mutation	(LAMC3 + STAB2 + TFAP2B)
PAAD	TMB	Mutation	(AMBP + IFNL3 + MC3R)
PAAD	TMB	Mutation	(DENND4C + SNIP1 + STAT2)
PAAD	Stemness	Methylation	(GRHL2 + LAMB3 + LAMC2)
PAAD	MSI	mRNA	(ANXA2 + ITGB4 + PTK6)
PAAD	MSI	Methylation	(ABCC10 + AHCYL1 + AICDA)
PAAD	MSI	mRNA	(PPP1R1B + SEMA4A + TCF7)
PAAD	MSI	mRNA	(IL4R + LGALS4 + TMPRSS3)
PAAD	MSI	mRNA	(`AFAP1-AS1` + CASC15 + OLFM4)
PAAD	Stemness	Methylation	(AZGP1 + `EZR-AS1` + TMBIM4)
PAAD	Stemness	mRNA	(COLEC12 + RGS1 + VASN)
PAAD	Stemness	mRNA	(MEGF6 + PTGIS + `WT1-AS`)
PAAD	Stemness	mRNA	(MAGED2 + PEG3 + PPP2R2B)
PAAD	Stemness	mRNA	(LEF1 + RARB + SOX6)
PAAD	MSI	CNV	(ITGAL + PYDC1 + SPN)
PAAD	Stemness	mRNA	(AGTR1 + CNR1 + RORA)
PAAD	Stemness	mRNA	(KLHL22 + SNPH + ZSCAN18)
PAAD	Stemness	mRNA	(ENPP1 + MKNK1 + RHOBTB3)
PAAD	Stemness	mRNA	(C1QTNF1 + CD84 + MCAM)
PAAD	Stemness	mRNA	(CYGB + LCP2 + SLC47A1)
